57531.885494999995	417859.6825166575	8.864388
57531.88564777777	417859.29819752456	8.864388
57531.88580055555	417866.6798860596	8.864388
57531.88595333333	417860.9189677441	8.864388
57531.88610611111	417859.4242245233	8.864388
57531.88625888889	417860.6911471329	8.864388
57531.88641166667	417848.66698677477	8.864388
57531.88656444444	417857.8607211996	8.864388
57531.886717222216	417838.1020399463	8.864388
57531.886869999995	417855.245755405	8.864388
57531.88702277777	417837.1311671211	8.864388
57531.88717555555	417864.4699306288	8.864388
57531.88732833333	417861.5292642092	8.864388
57531.88748111111	417853.38503651554	8.864388
57531.88763388889	417854.1806373587	8.864388
57531.887786666666	417847.4178177442	8.864388
57531.88793944444	417858.4652902923	8.864388
57531.888092222216	417843.9281965608	8.864388
57531.888244999995	417875.0035538997	8.864388
57531.88839777777	417840.9493331032	8.864388
57531.88855055555	417837.5333336962	8.864388
57531.88870333333	417839.1800619843	8.864388
57531.88885611111	417839.31592174154	8.864388
57531.88900888889	417854.92294658365	8.864388
57531.889161666666	417851.8684932322	8.864388
57531.889314444445	417857.81969814864	8.864388
57531.889467222216	417859.19266672793	8.864388
57531.889619999994	417844.20195842814	8.864388
57531.88977277777	417826.2647994164	8.864388
57531.88992555555	417839.92145314475	8.864388
57531.89007833333	417859.3846933008	8.864388
57531.89023111111	417849.67447647953	8.864388
57531.89038388889	417847.5338393005	8.864388
57531.890536666666	417838.6820890751	8.864388
57531.890689444444	417846.5927557203	8.864388
57531.890842222216	417849.47791658674	8.864388
57531.890994999994	417842.1110183608	8.864388
57531.89114777777	417863.04821732966	8.864388
57531.89130055555	417844.7295268861	8.864388
57531.89145333333	417844.0814070139	8.864388
57531.89160611111	417840.3346069563	8.864388
57531.89175888889	417852.817293139	8.864388
57531.891911666666	417842.9893810823	8.864388
57531.892064444444	417848.7163486453	8.864388
57531.892217222216	417849.2321933379	8.864388
57531.892369999994	417848.4397920762	8.864388
57531.89267555555	417850.9994612601	8.864388
57531.89282833333	417842.6904665002	8.864388
57531.89298111111	417858.8187253753	8.864388
57531.89313388889	417846.12633743585	8.864388
57531.893286666666	417855.30262908427	8.864388
